timestep,scenario,ev_mw,dc_mw,total_mw,ev_bus_voltage_pu,ai_bus_voltage_pu,dist_bus_voltage_pu,transformer_loading_pct,n_violations_pre,voltage_violation,transformer_overload,optimization_triggered,optimization_feasible,opt_runtime_sec,demand_reduction_mw,optimized_total_mw,post_opt_ev_voltage,post_opt_ai_voltage,n_violations_post
36,high_stress,2.685,7.176,9.861,0.7311,0.7226,0.9093,0.0,8,True,False,True,True,0.022,3.135,6.726,0.8002,0.7934,8
37,high_stress,3.086,7.423,10.509,0.7091,0.7137,0.904,0.0,8,True,False,True,True,0.0264,3.518,6.991,0.7814,0.7923,8
38,high_stress,4.039,5.985,10.024,0.6734,0.7468,0.9089,0.0,8,True,False,True,True,0.0253,4.187,5.837,0.7592,0.8482,8
39,high_stress,4.012,7.938,11.951,0.6632,0.6956,0.8932,0.0,8,True,False,True,True,0.0261,4.449,7.502,0.7435,0.7927,8
40,high_stress,3.548,4.074,7.622,0.7092,0.8083,0.9309,0.0,8,True,False,True,True,0.0279,3.185,4.437,0.7919,0.8895,7
41,high_stress,3.07,10.123,13.193,0.695,0.6512,0.8846,0.0,8,True,False,True,True,0.0264,4.238,8.955,0.7646,0.7357,8
42,high_stress,4.681,10.342,15.023,0.6244,0.639,0.8723,0.0,8,True,False,True,True,0.0241,8.911,6.111,0.7366,0.851,8
43,high_stress,4.574,8.019,12.593,0.6394,0.6909,0.8889,0.0,8,True,False,True,True,0.0263,4.668,7.925,0.7254,0.7875,8
44,high_stress,1.969,10.879,12.848,0.749,0.6419,0.8888,0.0,8,True,False,True,True,0.0233,4.947,7.901,0.827,0.7453,8
45,high_stress,4.545,6.299,10.844,0.65,0.7353,0.9028,0.0,8,True,False,True,True,0.0279,4.312,6.532,0.7344,0.835,8
46,high_stress,1.117,9.614,10.731,0.8083,0.6746,0.9055,0.0,8,True,False,True,True,0.0223,3.486,7.245,0.8626,0.7544,8
47,high_stress,2.542,8.064,10.607,0.7332,0.701,0.9035,0.0,8,True,False,True,True,0.0229,3.968,6.638,0.8179,0.7892,8
48,high_stress,3.36,12.09,15.45,0.6724,0.6111,0.8705,0.0,8,True,False,True,True,0.0267,6.916,8.534,0.757,0.7516,8
49,high_stress,1.992,8.899,10.891,0.7587,0.6847,0.9021,0.0,8,True,False,True,True,0.0234,3.836,7.055,0.8206,0.7741,8
50,high_stress,2.838,9.169,12.006,0.7115,0.6732,0.8929,0.0,8,True,False,True,True,0.0249,3.719,8.287,0.7797,0.7501,8
51,high_stress,2.853,9.973,12.826,0.7064,0.6555,0.8873,0.0,8,True,False,True,True,0.0262,4.549,8.277,0.7782,0.751,8
52,high_stress,2.49,10.424,12.914,0.7228,0.6481,0.8873,0.0,8,True,False,True,True,0.0225,5.566,7.348,0.8221,0.7641,8
53,high_stress,3.803,7.731,11.534,0.6735,0.7019,0.8962,0.0,8,True,False,True,True,0.0253,4.555,6.979,0.7573,0.8045,8
54,high_stress,2.601,8.221,10.822,0.7291,0.6968,0.9018,0.0,8,True,False,True,True,0.0259,4.372,6.449,0.8006,0.8031,8
55,high_stress,3.296,12.907,16.203,0.6719,0.5969,0.8665,0.0,8,True,False,True,True,0.0225,5.5,10.704,0.7517,0.6918,8
56,high_stress,3.65,11.062,14.713,0.6638,0.6292,0.8745,0.0,8,True,False,True,True,0.0253,4.625,10.087,0.7428,0.7115,8
57,high_stress,1.693,11.538,13.231,0.7615,0.6306,0.8872,0.0,8,True,False,True,True,0.0227,4.208,9.023,0.8246,0.7138,8
58,high_stress,2.169,7.494,9.663,0.7574,0.7179,0.9113,0.0,8,True,False,True,True,0.0278,4.223,5.44,0.8255,0.8298,7
59,high_stress,1.145,9.443,10.588,0.8075,0.6782,0.9065,0.0,8,True,False,True,True,0.0223,4.093,6.495,0.8623,0.7783,8
60,high_stress,1.238,9.663,10.901,0.8001,0.6726,0.9039,0.0,8,True,False,True,True,0.0228,4.782,6.119,0.8615,0.7912,8
61,high_stress,1.383,11.233,12.617,0.7819,0.6386,0.8921,0.0,8,True,False,True,True,0.0228,4.08,8.536,0.8362,0.7241,8
62,high_stress,3.348,5.349,8.697,0.7097,0.7695,0.9199,0.0,8,True,False,True,True,0.0272,3.041,5.656,0.7798,0.8437,8
63,high_stress,1.956,9.083,11.039,0.7597,0.6807,0.9011,0.0,8,True,False,True,True,0.0231,5.051,5.987,0.8348,0.8055,8
64,high_stress,3.819,8.765,12.585,0.6673,0.6771,0.8884,0.0,8,True,False,True,True,0.0272,3.966,8.619,0.7413,0.756,8
65,high_stress,1.541,13.906,15.447,0.7592,0.589,0.8753,0.0,8,True,False,True,True,0.0257,4.849,10.598,0.8135,0.6765,8
66,high_stress,4.352,6.324,10.676,0.6579,0.7356,0.9038,0.0,8,True,False,True,True,0.023,3.421,7.255,0.742,0.8025,8
67,high_stress,4.476,8.536,13.012,0.6408,0.6792,0.8857,0.0,8,True,False,True,True,0.028,5.035,7.977,0.7273,0.7846,8
68,high_stress,4.577,13.114,17.691,0.6177,0.588,0.8572,0.0,8,True,False,True,True,0.0245,5.986,11.705,0.6972,0.6864,8
69,high_stress,3.635,9.371,13.006,0.6724,0.6644,0.8855,0.0,8,True,False,True,True,0.0264,5.271,7.735,0.7571,0.7778,8
70,high_stress,5.211,8.741,13.952,0.6117,0.6712,0.8798,0.0,8,True,False,True,True,0.0257,4.928,9.024,0.6964,0.766,8
71,high_stress,4.766,7.027,11.794,0.6371,0.7147,0.8953,0.0,8,True,False,True,True,0.0263,4.573,7.22,0.7224,0.8154,8
72,high_stress,3.005,11.726,14.731,0.6906,0.6196,0.8752,0.0,8,True,False,True,True,0.0265,5.859,8.871,0.7722,0.7352,8
73,high_stress,1.757,11.489,13.246,0.758,0.6311,0.887,0.0,8,True,False,True,True,0.0232,4.256,8.99,0.8158,0.7173,8
74,high_stress,4.636,13.377,18.013,0.6145,0.5834,0.8555,0.0,8,True,False,True,True,0.0272,6.295,11.718,0.6974,0.686,8
75,high_stress,4.516,10.706,15.222,0.6293,0.6324,0.8711,0.0,8,True,False,True,True,0.0288,5.284,9.938,0.7137,0.7281,8
76,high_stress,4.206,10.64,14.846,0.642,0.635,0.8734,0.0,8,True,False,True,True,0.0273,4.683,10.163,0.7186,0.7193,8
77,high_stress,3.771,9.383,13.154,0.6663,0.6634,0.8845,0.0,8,True,False,True,True,0.0265,4.739,8.415,0.7463,0.7602,8
78,high_stress,2.706,12.563,15.269,0.7016,0.6058,0.8727,0.0,8,True,False,True,True,0.0264,4.681,10.588,0.7674,0.6897,8
79,high_stress,6.795,11.272,18.067,0.5501,0.6133,0.8559,0.0,8,True,False,True,True,0.0265,5.774,12.293,0.6357,0.7013,8
80,high_stress,2.054,10.522,12.576,0.746,0.6487,0.8904,0.0,8,True,False,True,True,0.0274,3.87,8.706,0.8032,0.7292,8
81,high_stress,2.5,11.496,13.996,0.717,0.6267,0.8805,0.0,8,True,False,True,True,0.0248,5.504,8.492,0.7877,0.7408,8
82,high_stress,4.446,10.535,14.981,0.6328,0.6361,0.8726,0.0,8,True,False,True,True,0.0262,5.784,9.197,0.7187,0.7484,8
83,high_stress,1.903,10.446,12.349,0.755,0.6512,0.8922,0.0,8,True,False,True,True,0.0223,4.2,8.149,0.8238,0.7389,8
84,high_stress,3.731,13.016,16.747,0.6522,0.5931,0.8629,0.0,8,True,False,True,True,0.0276,6.411,10.336,0.7336,0.7082,8
85,high_stress,3.635,7.826,11.461,0.6806,0.7004,0.8967,0.0,8,True,False,True,True,0.0225,3.913,7.548,0.7566,0.7845,8
86,high_stress,3.343,13.637,16.98,0.667,0.5843,0.8624,0.0,8,True,False,True,True,0.0259,7.593,9.387,0.7556,0.7265,8
87,high_stress,4.325,10.83,15.155,0.6364,0.6308,0.8715,0.0,8,True,False,True,True,0.0286,5.111,10.044,0.7158,0.724,8
88,high_stress,3.198,12.232,15.43,0.6793,0.6093,0.8709,0.0,8,True,False,True,True,0.0269,5.637,9.793,0.756,0.7147,8
89,high_stress,0.76,10.62,11.381,0.8262,0.6555,0.9024,0.0,8,True,False,True,True,0.0225,5.073,6.308,0.8999,0.7733,8
90,high_stress,3.773,11.881,15.654,0.6549,0.6131,0.8689,0.0,8,True,False,True,True,0.0227,7.121,8.533,0.7508,0.7544,8
91,high_stress,1.081,10.943,12.024,0.8027,0.6465,0.8969,0.0,8,True,False,True,True,0.0235,4.375,7.649,0.8537,0.7448,8
92,high_stress,1.709,8.098,9.807,0.7805,0.7059,0.9108,0.0,8,True,False,True,True,0.0232,3.313,6.494,0.8487,0.7829,8
93,high_stress,2.478,14.318,16.796,0.7059,0.5773,0.8653,0.0,8,True,False,True,True,0.0231,7.883,8.913,0.8626,0.707,8
94,high_stress,2.269,9.852,12.12,0.7377,0.6616,0.8929,0.0,8,True,False,True,True,0.0259,5.022,7.099,0.8106,0.7764,8
95,high_stress,0.608,13.065,13.673,0.8231,0.6093,0.8891,0.0,8,True,False,True,True,0.0227,4.774,8.9,0.8911,0.701,8
